Epoch,loss,accuracy,val_loss,val_accuracy
0,0.5495359301567078,0.7082378268241882,0.4758085310459137,0.7772742509841919
1,0.422463059425354,0.8421209454536438,0.3786153495311737,0.8794688582420349
2,0.3668536841869354,0.872173011302948,0.3195298910140991,0.9121279716491699
3,0.3376840353012085,0.8792799115180969,0.2848670482635498,0.9210258722305298
4,0.3180716335773468,0.8842315077781677,0.25896450877189636,0.9251266121864319
5,0.3058997094631195,0.8867794871330261,0.242251917719841,0.9284937381744385
6,0.2934191823005676,0.8906407356262207,0.2322114109992981,0.9294033050537109
7,0.2853996455669403,0.8931582570075989,0.21974582970142365,0.9310581684112549
8,0.27994677424430847,0.8943600058555603,0.2170950025320053,0.9306622743606567
9,0.27301985025405884,0.8968377113342285,0.2137693613767624,0.9298067688941956
10,0.27015992999076843,0.8977196216583252,0.20827162265777588,0.929813802242279
11,0.2669362425804138,0.8984076976776123,0.20936472713947296,0.928156852722168
12,0.2605973780155182,0.9010388255119324,0.211049422621727,0.9255605936050415
13,0.26143357157707214,0.8997336626052856,0.2074567675590515,0.9259032011032104
14,0.2566141188144684,0.9019546508789062,0.2092333734035492,0.9241456389427185
