Epoch,loss,accuracy,val_loss,val_accuracy
0,0.5413995981216431,0.7660776376724243,0.43462905287742615,0.8738691210746765
1,0.39771080017089844,0.8518074154853821,0.3395672142505646,0.9092519283294678
2,0.34776124358177185,0.8666996359825134,0.2917543351650238,0.9168654680252075
3,0.32408297061920166,0.8747773766517639,0.26329436898231506,0.9218999147415161
4,0.3061158061027527,0.8825381994247437,0.24171166121959686,0.9256407618522644
5,0.29567602276802063,0.8865339159965515,0.22637318074703217,0.9294309020042419
6,0.28395184874534607,0.8913783431053162,0.21885010600090027,0.9306352734565735
7,0.27755507826805115,0.8939092755317688,0.20742160081863403,0.9321885108947754
8,0.27289077639579773,0.8951395153999329,0.20533090829849243,0.9316025376319885
9,0.2671385109424591,0.8972599506378174,0.20192521810531616,0.9310529828071594
10,0.2644113600254059,0.8982304930686951,0.19775158166885376,0.9308618903160095
11,0.26223695278167725,0.8987429738044739,0.20003587007522583,0.9288151264190674
12,0.25666680932044983,0.9011553525924683,0.20315565168857574,0.9260244965553284
13,0.2584556043148041,0.8996369242668152,0.19965608417987823,0.9266242980957031
14,0.2533303201198578,0.9021156430244446,0.20347966253757477,0.9243316650390625
