Epoch,loss,accuracy,val_loss,val_accuracy
0,0.6707712411880493,0.593537449836731,0.5428048372268677,0.7044086456298828
1,0.4805070757865906,0.7791298627853394,0.4207577109336853,0.8773595690727234
2,0.40624678134918213,0.8564368486404419,0.3572242259979248,0.9059774279594421
3,0.3678632080554962,0.8704418540000916,0.3179439306259155,0.9137187600135803
4,0.3421608805656433,0.8780868649482727,0.28884053230285645,0.9185561537742615
5,0.32528194785118103,0.8816925883293152,0.2671971321105957,0.9233161211013794
6,0.3098674714565277,0.8859595656394958,0.25161752104759216,0.926741898059845
7,0.2996188700199127,0.8888068199157715,0.23791895806789398,0.929526150226593
8,0.29403623938560486,0.8895878195762634,0.2293127030134201,0.9307392835617065
9,0.2861034870147705,0.8921597003936768,0.2234615534543991,0.9311467409133911
10,0.28135210275650024,0.8933781385421753,0.21557345986366272,0.9311472177505493
11,0.2771993577480316,0.8944180607795715,0.2162858098745346,0.9292780160903931
12,0.27025729417800903,0.897393524646759,0.21643219888210297,0.9267368316650391
13,0.27110642194747925,0.8958001136779785,0.2142133116722107,0.9258771538734436
14,0.2657008171081543,0.8983101844787598,0.21314342319965363,0.9252175688743591
