Epoch,loss,accuracy,val_loss,val_accuracy
0,0.6728412508964539,0.6610946655273438,0.5372427701950073,0.7627947330474854
1,0.4594756066799164,0.839023768901825,0.3926337659358978,0.9006220102310181
2,0.3842924237251282,0.8647348284721375,0.3270604908466339,0.9131237268447876
3,0.34933117032051086,0.8718889951705933,0.28894463181495667,0.9181603789329529
4,0.3253921866416931,0.8790523409843445,0.26273804903030396,0.9218844771385193
5,0.31487709283828735,0.8803194165229797,0.24560388922691345,0.9258737564086914
6,0.2988649308681488,0.8877071142196655,0.23089027404785156,0.9294938445091248
7,0.2919001877307892,0.8891525864601135,0.22213095426559448,0.9317066073417664
8,0.28282269835472107,0.892822802066803,0.214106485247612,0.9319154620170593
9,0.2784537971019745,0.8940801620483398,0.20682969689369202,0.9330873489379883
10,0.2733248174190521,0.8959043622016907,0.2080409675836563,0.9315526485443115
11,0.26802247762680054,0.897842526435852,0.20374704897403717,0.9306621551513672
12,0.2670992612838745,0.8974738121032715,0.20119185745716095,0.9308440089225769
13,0.2619643807411194,0.899549126625061,0.19904683530330658,0.9300952553749084
14,0.2598571181297302,0.9002329707145691,0.19941942393779755,0.928768515586853
